標題,網址 
[爆卦] 老人組團到高雄市政府抗議汙水費,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ADoraGmon
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1451476799.A.B0D.html
[ＦＢ] 故宮的公關變成報導裡的「民眾」,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E7%AC%AC%E4%BA%8C%E5%A0%B4%E7%B8%BD%E7%B5%B1%E6%94%BF%E8%A6%8B%E7%99%BC%E8%A1%A8%E6%9C%83%E7%B6%B2%E8%B7%AF%E7%9B%B4%E6%92%AD
page,445
Fw: [討論] 一周內某報會生出黃國昌疑似劈腿的爆料,https://www.ptt.cc/bbs/Gossiping/M.1451534884.A.DC2.html
[問卦] 支持藍的又沒18啪可以領的到底在想什麼,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E8%A8%8E%E8%AB%96%5D&#43;%E4%B8%80%E5%91%A8%E5%85%A7%E6%9F%90%E5%A0%B1%E6%9C%83%E7%94%9F%E5%87%BA%E9%BB%83%E5%9C%8B%E6%98%8C%E7%96%91%E4%BC%BC%E5%8A%88%E8%85%BF%E7%9A%84%E7%88%86%E6%96%99
[問卦] 有沒有智慧選字的八卦？,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Amithralin
[爆卦] 跨年夜PM2.5來襲,https://www.ptt.cc/bbs/Gossiping/M.1451538366.A.FF1.html
"Fw: [爆掛] 惡劣租車黑店-原名慶鴻,改名獅子王 ",https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%94%AF%E6%8C%81%E8%97%8D%E7%9A%84%E5%8F%88%E6%B2%9218%E5%95%AA%E5%8F%AF%E4%BB%A5%E9%A0%98%E7%9A%84%E5%88%B0%E5%BA%95%E5%9C%A8%E6%83%B3%E4%BB%80%E9%BA%BC
Fw: [討論] 國民黨的賄選鐵證,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AFcukYouChina
[爆卦] 南投阿嬤：票投許淑華，就是肯定馬英九！,https://www.ptt.cc/bbs/Gossiping/M.1451538665.A.856.html
[公告] 2016跨年廢文大賽！！！(23:55開始),https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E6%B2%92%E6%9C%89%E6%99%BA%E6%85%A7%E9%81%B8%E5%AD%97%E7%9A%84%E5%85%AB%E5%8D%A6%EF%BC%9F
[公告] 猴子水桶XCII,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AHXChen
[公告] 猴子水桶XCIII,https://www.ptt.cc/bbs/Gossiping/M.1451540084.A.46B.html
[問卦] (LIVE) 今晚電視台該鎖定哪台好,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E8%B7%A8%E5%B9%B4%E5%A4%9CPM2.5%E4%BE%86%E8%A5%B2
[問卦] 台語變作官方語言的可能性,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Apassing
[新聞] 女大學生在台中要跨年被陌生男打傷,https://www.ptt.cc/bbs/Gossiping/M.1451540972.A.A64.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E6%8E%9B%5D&#43;%E6%83%A1%E5%8A%A3%E7%A7%9F%E8%BB%8A%E9%BB%91%E5%BA%97-%E5%8E%9F%E5%90%8D%E6%85%B6%E9%B4%BB%2C%E6%94%B9%E5%90%8D%E7%8D%85%E5%AD%90%E7%8E%8B&#43;
[問卦] 林姓與朱姓本是一家的八卦？,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aakstyle
[公告] 毛毛水桶．開花,https://www.ptt.cc/bbs/Gossiping/M.1451544952.A.380.html
[爆卦] 滅火器被換掉,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E8%A8%8E%E8%AB%96%5D&#43;%E5%9C%8B%E6%B0%91%E9%BB%A8%E7%9A%84%E8%B3%84%E9%81%B8%E9%90%B5%E8%AD%89
[問卦] 有沒有柯勞薩大人今天只唱一首的八卦？,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Acommbest
[爆卦] ======我宣布廢文大賽正式開始!!========,https://www.ptt.cc/bbs/Gossiping/M.1451546909.A.CB9.html
新年快樂～～,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E5%8D%97%E6%8A%95%E9%98%BF%E5%AC%A4%EF%BC%9A%E7%A5%A8%E6%8A%95%E8%A8%B1%E6%B7%91%E8%8F%AF%EF%BC%8C%E5%B0%B1%E6%98%AF%E8%82%AF%E5%AE%9A%E9%A6%AC%E8%8B%B1%E4%B9%9D%EF%BC%81
page,446
[爆卦] 新年快樂,https://www.ptt.cc/bbs/Gossiping/M.1451577600.A.47C.html
[爆卦] 新年快樂!!!,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E6%96%B0%E5%B9%B4%E5%BF%AB%E6%A8%82
[爆卦] 舊的一年將盡了,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Adioking
[問卦] 發錢 有沒有新年發錢的八卦,https://www.ptt.cc/bbs/Gossiping/M.1451577602.A.1A3.html
[公告] ===========廢文大賽截止線=============,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E6%96%B0%E5%B9%B4%E5%BF%AB%E6%A8%82%21%21%21
[公告] Gossiping 板 2016 總統大選樂透!,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ATBBT5566
Re: [問卦] 今年跨年哪位藝人表現的最好?,https://www.ptt.cc/bbs/Gossiping/M.1451577615.A.08D.html
[公告] 毛毛水桶。新年首開,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E8%88%8A%E7%9A%84%E4%B8%80%E5%B9%B4%E5%B0%87%E7%9B%A1%E4%BA%86
Re: [爆卦] 台北桂林家樂福-秒買秒退新年場,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ameowchen
[新聞] 元旦升旗 朱立倫夫婦與民同樂,https://www.ptt.cc/bbs/Gossiping/M.1451578361.A.41C.html
[問卦] 刪,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E7%99%BC%E9%8C%A2&#43;%E6%9C%89%E6%B2%92%E6%9C%89%E6%96%B0%E5%B9%B4%E7%99%BC%E9%8C%A2%E7%9A%84%E5%85%AB%E5%8D%A6
[公告] 盒盒今年首次水桶！！,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Abe98
[公告] 2016跨年發文大賽得獎名單,https://www.ptt.cc/bbs/Gossiping/M.1451578854.A.111.html
[新聞] 柯文哲2015失言道歉紀錄 下個道歉對象會,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%3D%3D%3D%3D%3D%3D%3D%3D%3D%3D%3D%E5%BB%A2%E6%96%87%E5%A4%A7%E8%B3%BD%E6%88%AA%E6%AD%A2%E7%B7%9A%3D%3D%3D%3D%3D%3D%3D%3D%3D%3D%3D%3D%3D
[公告] 毛毛水桶．貳,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALeeng
[問卦] 台灣繼續給日本管會比現在好嗎,https://www.ptt.cc/bbs/Gossiping/M.1451580475.A.7BB.html
[公告] 毛毛水桶。單人房,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;Gossiping&#43;%E6%9D%BF&#43;2016&#43;%E7%B8%BD%E7%B5%B1%E5%A4%A7%E9%81%B8%E6%A8%82%E9%80%8F%21
[公告] 水桶名單,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ablaz
[問卦] 有沒有鄉民很喜歡洨的八卦,https://www.ptt.cc/bbs/Gossiping/M.1451584261.A.FAE.html
[公告] 盒盒水桶3,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E4%BB%8A%E5%B9%B4%E8%B7%A8%E5%B9%B4%E5%93%AA%E4%BD%8D%E8%97%9D%E4%BA%BA%E8%A1%A8%E7%8F%BE%E7%9A%84%E6%9C%80%E5%A5%BD%3F
page,447
[公告] 盒盒早起水桶,https://www.ptt.cc/bbs/Gossiping/M.1451703787.A.A55.html
Re: [爆卦] 秒退戰報：店長主動起衝突且搶走東西??,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E7%9B%92%E7%9B%92%E6%97%A9%E8%B5%B7%E6%B0%B4%E6%A1%B6
[爆卦] 總統辯論會重點整理,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aseabox
[公告] 開花水桶,https://www.ptt.cc/bbs/Gossiping/M.1451716286.A.68F.html
[公告] 泡泡水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E7%A7%92%E9%80%80%E6%88%B0%E5%A0%B1%EF%BC%9A%E5%BA%97%E9%95%B7%E4%B8%BB%E5%8B%95%E8%B5%B7%E8%A1%9D%E7%AA%81%E4%B8%94%E6%90%B6%E8%B5%B0%E6%9D%B1%E8%A5%BF%3F%3F
Re: [爆卦] 秒退戰報：店長主動起衝突且搶走東西??,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ajimmyliu1217
[新聞] 蔡英文：藍選舉只花500萬 很多人不信,https://www.ptt.cc/bbs/Gossiping/M.1451727302.A.837.html
[公告] 水桶名單,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E7%B8%BD%E7%B5%B1%E8%BE%AF%E8%AB%96%E6%9C%83%E9%87%8D%E9%BB%9E%E6%95%B4%E7%90%86
Re: [問卦] 有沒有好噁心的八卦?,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Awalicc
[公告] 盒-水桶,https://www.ptt.cc/bbs/Gossiping/M.1451729381.A.4E9.html
[爆卦] 總統，給問嗎？(五)勞工  勞基法落實...,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E9%96%8B%E8%8A%B1%E6%B0%B4%E6%A1%B6
[公告] 盒盒水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ablaz
[問題]求救~該怎打9.2的臉,https://www.ptt.cc/bbs/Gossiping/M.1451729896.A.695.html
[問卦] 少數人與多數人之利益-秒買秒退,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B3%A1%E6%B3%A1%E6%B0%B4%E6%A1%B6
[公告] 開花水桶．重開,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ablaz
[新聞] 嘉義鄉代主席涉賄 法官當庭釋放,https://www.ptt.cc/bbs/Gossiping/M.1451732544.A.58B.html
[公告] 盒盒水桶~~,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E7%A7%92%E9%80%80%E6%88%B0%E5%A0%B1%EF%BC%9A%E5%BA%97%E9%95%B7%E4%B8%BB%E5%8B%95%E8%B5%B7%E8%A1%9D%E7%AA%81%E4%B8%94%E6%90%B6%E8%B5%B0%E6%9D%B1%E8%A5%BF%3F%3F
[新聞] 說出陳水扁症狀　柯文哲：自己被國民黨,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aq1w2e3r4t5y6
[公告] 盒盒水桶2,https://www.ptt.cc/bbs/Gossiping/M.1451736080.A.2A2.html
[公告] 盒盒水桶3,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E8%94%A1%E8%8B%B1%E6%96%87%EF%BC%9A%E8%97%8D%E9%81%B8%E8%88%89%E5%8F%AA%E8%8A%B1500%E8%90%AC&#43;%E5%BE%88%E5%A4%9A%E4%BA%BA%E4%B8%8D%E4%BF%A1
page,448
Fw: [怒掛]開賭場的人渣罪犯，敢嗆年輕人懂屁?=皿=凸,https://www.ptt.cc/bbs/Gossiping/M.1451815429.A.3A0.html
[公告] 花花水桶．感謝小女警的努力,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%80%92%E6%8E%9B%5D%E9%96%8B%E8%B3%AD%E5%A0%B4%E7%9A%84%E4%BA%BA%E6%B8%A3%E7%BD%AA%E7%8A%AF%EF%BC%8C%E6%95%A2%E5%97%86%E5%B9%B4%E8%BC%95%E4%BA%BA%E6%87%82%E5%B1%81%3F%3D%E7%9A%BF%3D%E5%87%B8
[公告] 一月置底閒聊區 訟棍出沒請詳閱#1MgRnxwZ,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Amomoca66
Re: [新聞] 「扁維拉」又來了！國民黨彰化縣黨部找,https://www.ptt.cc/bbs/Gossiping/M.1451818207.A.D7E.html
Re: [新聞] 女遊客排隊擠爆男廁　引發網友大論戰,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E8%8A%B1%E8%8A%B1%E6%B0%B4%E6%A1%B6%EF%BC%8E%E6%84%9F%E8%AC%9D%E5%B0%8F%E5%A5%B3%E8%AD%A6%E7%9A%84%E5%8A%AA%E5%8A%9B
[公告] 猴子水桶XCIV,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ablaz
Re: [爆卦] 鍾年晃說蔣萬安的民調已經落後了!!!,https://www.ptt.cc/bbs/Gossiping/M.1451818509.A.5BD.html
急徵2015/10/16 台大兒童醫院急救目擊證人,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%B8%80%E6%9C%88%E7%BD%AE%E5%BA%95%E9%96%92%E8%81%8A%E5%8D%80&#43;%E8%A8%9F%E6%A3%8D%E5%87%BA%E6%B2%92%E8%AB%8B%E8%A9%B3%E9%96%B1%231MgRnxwZ
[公告] 水桶4,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALeeng
Re: [問卦] 半夜鄰居發出怪聲,https://www.ptt.cc/bbs/Gossiping/M.1451818846.A.355.html
[公告] 啾啾水桶。魔人！,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E3%80%8C%E6%89%81%E7%B6%AD%E6%8B%89%E3%80%8D%E5%8F%88%E4%BE%86%E4%BA%86%EF%BC%81%E5%9C%8B%E6%B0%91%E9%BB%A8%E5%BD%B0%E5%8C%96%E7%B8%A3%E9%BB%A8%E9%83%A8%E6%89%BE
[問卦] X海羅盤意圖使人不當選？,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AUnrecht
[爆卦] 中信兄弟 林智勝加盟記者會 開始了,https://www.ptt.cc/bbs/Gossiping/M.1451818962.A.4E0.html
[爆卦] 板主叫我改標題,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E5%A5%B3%E9%81%8A%E5%AE%A2%E6%8E%92%E9%9A%8A%E6%93%A0%E7%88%86%E7%94%B7%E5%BB%81%E3%80%80%E5%BC%95%E7%99%BC%E7%B6%B2%E5%8F%8B%E5%A4%A7%E8%AB%96%E6%88%B0
[爆卦] 自主監票懶人包 請幫忙高調,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aschizophrena
[公告] 盒-水桶,https://www.ptt.cc/bbs/Gossiping/M.1451819669.A.A34.html
[公告] 猴子水桶XCV,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E7%8C%B4%E5%AD%90%E6%B0%B4%E6%A1%B6XCIV
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Akasion
[爆卦] 最後一場副總統政見會開始,https://www.ptt.cc/bbs/Gossiping/M.1451820924.A.AED.html
[新聞] 美期刊：馬總統兩岸政策致8年和平穩定,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E9%8D%BE%E5%B9%B4%E6%99%83%E8%AA%AA%E8%94%A3%E8%90%AC%E5%AE%89%E7%9A%84%E6%B0%91%E8%AA%BF%E5%B7%B2%E7%B6%93%E8%90%BD%E5%BE%8C%E4%BA%86%21%21%21
page,449
[爆卦] 扁維拉上網路酸辣湯救援啦！,https://www.ptt.cc/bbs/Gossiping/M.1451916738.A.E90.html
[公告] 1/06~1/16推文記錄IP 置底暫時取消,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E6%89%81%E7%B6%AD%E6%8B%89%E4%B8%8A%E7%B6%B2%E8%B7%AF%E9%85%B8%E8%BE%A3%E6%B9%AF%E6%95%91%E6%8F%B4%E5%95%A6%EF%BC%81
Re: [新聞] 墨西哥悲情女市長 1月1日宣誓就任 1月2,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ai199240222
[爆卦] 開放白領外勞&#34;沒有人數上限&#34;,https://www.ptt.cc/bbs/Gossiping/M.1451925463.A.FB6.html
[公告] 水桶  (已撤銷 見#1MYnJrEW),https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;1%2F06~1%2F16%E6%8E%A8%E6%96%87%E8%A8%98%E9%8C%84IP&#43;%E7%BD%AE%E5%BA%95%E6%9A%AB%E6%99%82%E5%8F%96%E6%B6%88
[公告] 撤銷水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Akasion
Fw: [公告] 網頁版暫時無法使用,https://www.ptt.cc/bbs/Gossiping/M.1451925654.A.562.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E5%A2%A8%E8%A5%BF%E5%93%A5%E6%82%B2%E6%83%85%E5%A5%B3%E5%B8%82%E9%95%B7&#43;1%E6%9C%881%E6%97%A5%E5%AE%A3%E8%AA%93%E5%B0%B1%E4%BB%BB&#43;1%E6%9C%882
[爆卦] 柯P加入漫威超級英雄的世界觀了,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Amaxmaster
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1451927556.A.AB6.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E9%96%8B%E6%94%BE%E7%99%BD%E9%A0%98%E5%A4%96%E5%8B%9E%22%E6%B2%92%E6%9C%89%E4%BA%BA%E6%95%B8%E4%B8%8A%E9%99%90%22
[問卦] 請問覺得穩的懶得去投票都是誰,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aowtyyw
[爆卦] 原來動員是這樣來著,https://www.ptt.cc/bbs/Gossiping/M.1451953120.A.2FF.html
[ＦＢ] 林昶佐（Freddy）回應蔡正元了！,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6&#43;&#43;%28%E5%B7%B2%E6%92%A4%E9%8A%B7&#43;%E8%A6%8B%231MYnJrEW%29
Fw: [新聞]經濟部突襲貨貿協議 明赴中舉行諮商(高調),https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALeeng
[公告] 盒盒水桶囉,https://www.ptt.cc/bbs/Gossiping/M.1451955445.A.3A0.html
Fw: [爆卦] 陳保基打算對中國全面開放!,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%92%A4%E9%8A%B7%E6%B0%B4%E6%A1%B6
[爆卦] 朱立倫海報疑似侵權,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALeeng
[公告] 選舉前發文注意事項,https://www.ptt.cc/bbs/Gossiping/M.1451959151.A.4E9.html
[公告] 阿米巴幫水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E7%B6%B2%E9%A0%81%E7%89%88%E6%9A%AB%E6%99%82%E7%84%A1%E6%B3%95%E4%BD%BF%E7%94%A8
page,450
[爆卦] 競選要花多少錢?,https://www.ptt.cc/bbs/Gossiping/M.1452019730.A.A07.html
Fw: [黑特] 白色力量就可以進入校園,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E7%AB%B6%E9%81%B8%E8%A6%81%E8%8A%B1%E5%A4%9A%E5%B0%91%E9%8C%A2%3F
[爆卦] 要求李慶華道歉與撤下影片聲明,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Amechtec
[爆卦] 朱立倫是台中海線林家的某某？,https://www.ptt.cc/bbs/Gossiping/M.1452054250.A.2D9.html
[爆卦] 台南好市多退好退滿,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E9%BB%91%E7%89%B9%5D&#43;%E7%99%BD%E8%89%B2%E5%8A%9B%E9%87%8F%E5%B0%B1%E5%8F%AF%E4%BB%A5%E9%80%B2%E5%85%A5%E6%A0%A1%E5%9C%92
[爆卦] 聽過最扯的護航from大雅忠貞選民,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aja20331
[爆卦] 高雄大順好事多滅頂,https://www.ptt.cc/bbs/Gossiping/M.1452056880.A.9AE.html
Re: [新聞] 3歲兒上課10天被退學　母po文竟挨告,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E8%A6%81%E6%B1%82%E6%9D%8E%E6%85%B6%E8%8F%AF%E9%81%93%E6%AD%89%E8%88%87%E6%92%A4%E4%B8%8B%E5%BD%B1%E7%89%87%E8%81%B2%E6%98%8E
[公告] 猴子水桶XCVI,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aq10242
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1452058769.A.33C.html
[爆卦] 竹北家樂福，滅頂戰報，林鳳營鮮乳 (代po,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E6%9C%B1%E7%AB%8B%E5%80%AB%E6%98%AF%E5%8F%B0%E4%B8%AD%E6%B5%B7%E7%B7%9A%E6%9E%97%E5%AE%B6%E7%9A%84%E6%9F%90%E6%9F%90%EF%BC%9F
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ahardeazy
[問卦] 在公家機關工作line一直被轉傳這張圖,https://www.ptt.cc/bbs/Gossiping/M.1452060815.A.9E4.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E5%8F%B0%E5%8D%97%E5%A5%BD%E5%B8%82%E5%A4%9A%E9%80%80%E5%A5%BD%E9%80%80%E6%BB%BF
[爆卦] 顏寬恒感恩餐會續集（有檢舉錄音檔）,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Achben
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1452063695.A.0BD.html
[ＦＢ] 蔣萬安陣營施壓警方 逮捕發文宣工讀生!!!,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E8%81%BD%E9%81%8E%E6%9C%80%E6%89%AF%E7%9A%84%E8%AD%B7%E8%88%AAfrom%E5%A4%A7%E9%9B%85%E5%BF%A0%E8%B2%9E%E9%81%B8%E6%B0%91
[爆卦] 高雄好市多 阿嬤都稱讚的滅頂行動,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Apicasa
[公告] 盒盒水桶囉！！,https://www.ptt.cc/bbs/Gossiping/M.1452065528.A.E59.html
Fw: [情報] 台灣黨國時期人權事件年表1946-1955,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E9%AB%98%E9%9B%84%E5%A4%A7%E9%A0%86%E5%A5%BD%E4%BA%8B%E5%A4%9A%E6%BB%85%E9%A0%82
page,451
Re: [新聞] 雪恥五年級生廣告　國民黨新影片登場,https://www.ptt.cc/bbs/Gossiping/M.1452118557.A.B73.html
[問卦] 收到奇怪的簡訊,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E9%9B%AA%E6%81%A5%E4%BA%94%E5%B9%B4%E7%B4%9A%E7%94%9F%E5%BB%A3%E5%91%8A%E3%80%80%E5%9C%8B%E6%B0%91%E9%BB%A8%E6%96%B0%E5%BD%B1%E7%89%87%E7%99%BB%E5%A0%B4
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Axyz2
[ＦＢ] 吳祥輝: 不要跟不同立場的老人家談選舉!,https://www.ptt.cc/bbs/Gossiping/M.1452137214.A.18C.html
[爆卦] 中華民國倒了,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%94%B6%E5%88%B0%E5%A5%87%E6%80%AA%E7%9A%84%E7%B0%A1%E8%A8%8A
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ajason90929
[爆卦] 顏寬恒攻擊對手資料還拿錯好丟臉,https://www.ptt.cc/bbs/Gossiping/M.1452137795.A.5A4.html
[公告] 盒盒水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[爆卦] 在台北市某局處睡午覺，做了個夢,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALeeng
Re: [公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1452144147.A.D10.html
[爆卦] 我被蔡主席邀請上台致詞了,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%EF%BC%A6%EF%BC%A2%5D&#43;%E5%90%B3%E7%A5%A5%E8%BC%9D%3A&#43;%E4%B8%8D%E8%A6%81%E8%B7%9F%E4%B8%8D%E5%90%8C%E7%AB%8B%E5%A0%B4%E7%9A%84%E8%80%81%E4%BA%BA%E5%AE%B6%E8%AB%87%E9%81%B8%E8%88%89%21
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ahochengyuan
[公告] 開花水桶,https://www.ptt.cc/bbs/Gossiping/M.1452145024.A.442.html
[爆卦] 資源下來了，年終好禮大放送！！,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E4%B8%AD%E8%8F%AF%E6%B0%91%E5%9C%8B%E5%80%92%E4%BA%86
[公告] 盒盒水桶囉2,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Asmallcheng
[爆卦] 我夢到有人賄選,https://www.ptt.cc/bbs/Gossiping/M.1452167134.A.E2B.html
[公告] 猴子水桶XCVII,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[爆卦] 顏寬恒說要告我,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALeeng
[公告] 開花水桶,https://www.ptt.cc/bbs/Gossiping/M.1452168504.A.671.html
